person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,probability_of_default_xgb (%),predicted_status_xgb,real_status (Target),segmento_riesgo_IA
22,15000,RENT,0.0,VENTURE,D,5000,10.99,1,0.33,Y,4,99.921844,1,1,Riesgo Alto
24,83290,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,9.32,1,0.07,N,3,13.80465,0,1,Riesgo Bajo
25,116000,MORTGAGE,9.0,VENTURE,B,19950,9.96,0,0.17,N,4,0.70525634,0,0,Riesgo Bajo
44,57700,MORTGAGE,4.0,MEDICAL,A,3600,6.99,0,0.06,N,14,6.5997324,0,0,Riesgo Bajo
37,103000,RENT,1.0,EDUCATION,D,10000,15.62,1,0.1,Y,12,91.10687,1,1,Riesgo Alto
24,150000,MORTGAGE,8.0,EDUCATION,B,25000,10.99,0,0.17,N,2,15.357049,0,0,Riesgo Bajo
35,29568,MORTGAGE,6.0,PERSONAL,C,6000,13.23,0,0.2,Y,10,48.4184,0,0,Riesgo Medio
25,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,7200,10.99,0,0.1,N,4,21.89482,0,0,Riesgo Medio
40,50000,RENT,3.0,PERSONAL,B,2000,11.49,0,0.04,N,17,19.74917,0,0,Riesgo Bajo
22,78369,MORTGAGE,6.0,DEBTCONSOLIDATION,E,11000,17.99,1,0.14,N,3,90.39561,1,1,Riesgo Alto
35,24960,RENT,6.0,EDUCATION,A,1400,8.49,0,0.06,N,10,15.688576,0,0,Riesgo Bajo
22,40000,MORTGAGE,0.0,EDUCATION,C,4000,12.73,0,0.1,Y,2,13.132048,0,0,Riesgo Bajo
36,214200,MORTGAGE,4.0,HOMEIMPROVEMENT,D,9400,15.62,0,0.04,Y,12,60.578026,1,0,Riesgo Alto
25,85000,MORTGAGE,9.0,PERSONAL,A,1000,9.32,0,0.01,N,2,11.082141,0,0,Riesgo Bajo
29,60000,MORTGAGE,13.0,MEDICAL,A,8000,5.99,0,0.13,N,9,4.67928,0,0,Riesgo Bajo
31,100000,MORTGAGE,5.0,EDUCATION,B,5000,12.69,0,0.05,N,7,15.520035,0,0,Riesgo Bajo
22,38000,MORTGAGE,6.0,EDUCATION,A,4500,5.79,0,0.12,N,2,6.565016,0,0,Riesgo Bajo
33,21000,OWN,1.0,EDUCATION,B,7750,11.83,0,0.37,N,6,0.5556157,0,0,Riesgo Bajo
29,125000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.08,N,10,2.474296,0,0,Riesgo Bajo
31,62000,RENT,2.0,PERSONAL,B,12800,9.62,0,0.21,N,7,15.562669,0,0,Riesgo Bajo
27,38000,RENT,1.0,MEDICAL,C,5850,10.99,0,0.15,N,5,21.977154,0,0,Riesgo Medio
44,38400,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500,10.99,0,0.07,N,17,20.954762,0,0,Riesgo Medio
31,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4800,6.03,0,0.1,N,7,6.353704,0,0,Riesgo Bajo
21,47000,MORTGAGE,5.0,PERSONAL,A,7000,7.14,0,0.15,N,3,15.792765,0,0,Riesgo Bajo
29,56400,RENT,1.0,DEBTCONSOLIDATION,A,3000,7.9,1,0.05,N,6,18.583305,0,1,Riesgo Bajo
25,44400,RENT,6.0,EDUCATION,C,2350,13.98,0,0.05,Y,3,51.179207,1,0,Riesgo Alto
26,54000,MORTGAGE,10.0,MEDICAL,C,10000,10.99,1,0.19,N,3,40.89307,0,1,Riesgo Medio
22,45996,RENT,0.0,MEDICAL,D,3000,15.62,1,0.07,Y,2,98.5573,1,1,Riesgo Alto
32,28800,RENT,7.0,PERSONAL,C,9450,14.27,1,0.33,Y,10,99.04842,1,1,Riesgo Alto
24,72000,MORTGAGE,4.0,VENTURE,A,17000,10.99,0,0.24,N,4,4.871466,0,0,Riesgo Bajo
22,140000,MORTGAGE,6.0,EDUCATION,B,10000,10.99,0,0.07,N,3,11.768406,0,0,Riesgo Bajo
32,100000,MORTGAGE,4.0,PERSONAL,A,6000,7.14,0,0.06,N,10,2.8845863,0,0,Riesgo Bajo
32,66100,MORTGAGE,5.0,MEDICAL,A,5000,6.03,0,0.08,N,8,5.4277344,0,0,Riesgo Bajo
42,22800,RENT,6.0,EDUCATION,B,10000,10.99,1,0.44,N,17,98.716194,1,1,Riesgo Alto
24,29000,RENT,4.0,PERSONAL,B,2500,10.99,0,0.09,N,3,48.428898,0,0,Riesgo Medio
24,42000,RENT,8.0,MEDICAL,D,8000,16.29,1,0.19,N,4,94.43483,1,1,Riesgo Alto
23,22080,MORTGAGE,3.0,EDUCATION,A,6700,10.99,0,0.3,N,4,15.803906,0,0,Riesgo Bajo
30,22000,OWN,4.0,VENTURE,C,2000,13.57,0,0.09,N,9,0.5240059,0,0,Riesgo Bajo
23,160000,MORTGAGE,1.0,VENTURE,C,35000,15.23,0,0.22,Y,2,19.12859,0,0,Riesgo Bajo
31,47000,RENT,4.0,VENTURE,A,6000,6.99,0,0.13,N,7,0.7522373,0,0,Riesgo Bajo
31,160000,RENT,1.0,HOMEIMPROVEMENT,C,7500,11.28,0,0.05,N,7,13.09317,0,0,Riesgo Bajo
22,85992,MORTGAGE,6.0,DEBTCONSOLIDATION,D,3500,14.74,1,0.04,Y,3,85.4778,1,1,Riesgo Alto
24,40000,RENT,5.0,DEBTCONSOLIDATION,B,5000,12.42,0,0.13,N,3,20.955439,0,0,Riesgo Medio
23,119496,MORTGAGE,7.0,EDUCATION,A,12000,7.88,0,0.1,N,4,3.200529,0,0,Riesgo Bajo
38,50000,RENT,8.0,MEDICAL,C,20000,13.85,1,0.4,N,14,98.36543,1,1,Riesgo Alto
27,37200,RENT,0.0,MEDICAL,C,13500,10.78,1,0.36,N,6,98.78988,1,1,Riesgo Alto
23,54000,RENT,7.0,VENTURE,C,16750,10.99,1,0.31,N,4,99.09604,1,1,Riesgo Alto
27,50000,RENT,7.0,DEBTCONSOLIDATION,C,5000,13.61,0,0.1,Y,8,24.459612,0,0,Riesgo Medio
31,110000,MORTGAGE,5.0,VENTURE,D,5000,14.96,0,0.05,Y,9,26.596876,0,0,Riesgo Medio
27,62000,RENT,4.0,EDUCATION,C,7500,13.04,0,0.12,Y,6,25.171162,0,0,Riesgo Medio
22,53774,MORTGAGE,6.0,DEBTCONSOLIDATION,E,8600,19.42,1,0.16,N,2,90.28855,1,1,Riesgo Alto
24,97000,RENT,3.0,EDUCATION,D,8000,15.31,0,0.08,N,3,26.42986,0,0,Riesgo Medio
25,127741,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.09,N,2,7.7286534,0,0,Riesgo Bajo
24,60000,RENT,0.0,HOMEIMPROVEMENT,B,6000,11.48,0,0.1,N,2,12.687717,0,0,Riesgo Bajo
31,90000,MORTGAGE,15.0,EDUCATION,C,10000,12.53,0,0.11,N,8,12.050729,0,0,Riesgo Bajo
26,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6600,10.99,0,0.09,N,2,19.957424,0,0,Riesgo Bajo
32,43625,RENT,2.0,EDUCATION,B,1500,10.99,0,0.03,N,6,23.597942,0,0,Riesgo Medio
26,124500,MORTGAGE,10.0,PERSONAL,B,6000,10.62,0,0.05,N,2,14.114615,0,0,Riesgo Bajo
23,42000,MORTGAGE,5.0,EDUCATION,D,2000,15.2,1,0.05,Y,2,35.691204,0,1,Riesgo Medio
29,52000,OWN,13.0,VENTURE,C,1000,13.23,0,0.02,N,8,0.3490572,0,0,Riesgo Bajo
23,19200,RENT,0.0,PERSONAL,B,3000,9.99,1,0.16,N,3,99.04225,1,1,Riesgo Alto
31,50000,RENT,4.0,PERSONAL,D,6000,15.62,0,0.12,Y,6,35.51809,0,0,Riesgo Medio
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,17.440409,0,0,Riesgo Bajo
25,60000,MORTGAGE,7.0,EDUCATION,D,12000,16.77,0,0.2,N,4,34.319954,0,0,Riesgo Medio
28,34000,RENT,0.0,EDUCATION,D,12000,14.61,1,0.35,Y,8,99.6445,1,1,Riesgo Alto
21,39600,RENT,3.0,EDUCATION,D,7000,14.96,0,0.18,Y,2,51.92619,1,0,Riesgo Alto
30,33000,RENT,4.0,MEDICAL,C,1000,14.79,0,0.03,N,10,47.01928,0,0,Riesgo Medio
40,63996,MORTGAGE,8.0,EDUCATION,B,12000,10.25,0,0.19,N,17,18.437477,0,0,Riesgo Bajo
21,53000,RENT,2.0,EDUCATION,C,14000,14.65,0,0.26,N,3,23.281904,0,0,Riesgo Medio
22,35004,OWN,0.0,MEDICAL,A,10000,7.51,0,0.29,N,4,0.22892796,0,0,Riesgo Bajo
23,96000,OWN,8.0,MEDICAL,C,8000,13.49,0,0.08,N,3,0.27076426,0,0,Riesgo Bajo
22,75000,RENT,0.0,DEBTCONSOLIDATION,A,8000,5.99,0,0.11,N,3,4.755077,0,0,Riesgo Bajo
26,91800,RENT,7.0,MEDICAL,C,15450,10.91,1,0.14,Y,3,14.091068,0,1,Riesgo Bajo
29,58000,OTHER,0.0,HOMEIMPROVEMENT,B,14000,11.83,0,0.24,N,8,37.787495,0,0,Riesgo Medio
26,50000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12375,10.99,0,0.25,N,3,22.82196,0,0,Riesgo Medio
23,98000,RENT,5.0,DEBTCONSOLIDATION,A,3500,8.07,0,0.04,N,3,12.729974,0,0,Riesgo Bajo
23,14400,RENT,0.0,VENTURE,B,4000,10.74,1,0.28,N,3,99.029884,1,1,Riesgo Alto
38,20640,RENT,2.0,DEBTCONSOLIDATION,C,3500,12.61,0,0.17,Y,12,20.517277,0,0,Riesgo Medio
34,92500,RENT,4.0,DEBTCONSOLIDATION,A,13050,7.66,0,0.14,N,5,5.5000567,0,0,Riesgo Bajo
23,55392,RENT,3.0,MEDICAL,D,20000,15.2,1,0.31,Y,4,99.46096,1,1,Riesgo Alto
37,24500,RENT,0.0,PERSONAL,B,2400,11.71,0,0.1,N,11,24.15374,0,0,Riesgo Medio
24,77964,RENT,4.0,DEBTCONSOLIDATION,D,9600,14.42,1,0.12,N,2,88.703964,1,1,Riesgo Alto
26,47000,RENT,5.0,PERSONAL,C,9500,12.87,0,0.2,N,4,26.210413,0,0,Riesgo Medio
23,63000,MORTGAGE,7.0,EDUCATION,A,20000,7.9,0,0.32,N,2,11.929463,0,0,Riesgo Bajo
34,103363,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,10.99,0,0.15,N,8,11.939142,0,0,Riesgo Bajo
27,18000,RENT,2.0,PERSONAL,D,2500,14.74,1,0.14,N,8,97.609406,1,1,Riesgo Alto
41,102300,MORTGAGE,9.0,MEDICAL,B,8800,11.58,0,0.09,N,11,17.410479,0,0,Riesgo Bajo
27,142000,RENT,2.0,MEDICAL,C,5000,13.16,0,0.04,Y,9,26.484194,0,0,Riesgo Medio
32,131000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,11200,10.25,0,0.09,N,5,10.772874,0,0,Riesgo Bajo
22,30000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13250,10.99,0,0.44,N,4,62.707592,1,0,Riesgo Alto
25,48000,RENT,2.0,DEBTCONSOLIDATION,A,3000,10.99,0,0.06,N,4,25.079424,0,0,Riesgo Medio
32,40000,OWN,2.0,VENTURE,C,7000,12.68,0,0.17,Y,10,0.22487329,0,0,Riesgo Bajo
32,110000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,6700,6.92,0,0.06,N,7,4.884997,0,0,Riesgo Bajo
32,32000,RENT,1.0,DEBTCONSOLIDATION,E,2600,10.99,1,0.08,Y,9,84.01721,1,1,Riesgo Alto
27,26400,RENT,3.0,VENTURE,C,2500,13.23,0,0.09,Y,10,43.51727,0,0,Riesgo Medio
23,69996,MORTGAGE,7.0,VENTURE,A,3000,6.39,0,0.04,N,4,0.39610076,0,0,Riesgo Bajo
28,64000,MORTGAGE,7.0,EDUCATION,B,7000,11.71,0,0.11,N,9,30.770794,0,0,Riesgo Medio
27,102000,MORTGAGE,1.0,VENTURE,C,15000,12.84,0,0.15,N,8,11.256953,0,0,Riesgo Bajo
34,56000,OWN,0.0,MEDICAL,B,5600,11.86,0,0.1,N,7,0.3400863,0,0,Riesgo Bajo
22,70000,MORTGAGE,4.0,VENTURE,A,5025,10.99,0,0.07,N,2,5.3741875,0,0,Riesgo Bajo
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,99.74044,1,1,Riesgo Alto
22,60000,MORTGAGE,6.0,EDUCATION,D,5000,14.61,0,0.08,Y,3,21.98345,0,0,Riesgo Medio
25,55000,MORTGAGE,9.0,VENTURE,C,3600,11.34,0,0.07,Y,4,25.414848,0,0,Riesgo Medio
22,93218,MORTGAGE,5.0,MEDICAL,B,12000,11.49,0,0.13,N,3,17.71943,0,0,Riesgo Bajo
36,43680,MORTGAGE,0.0,PERSONAL,C,15000,13.11,0,0.34,N,15,47.442364,0,0,Riesgo Medio
25,64800,RENT,1.0,PERSONAL,C,7000,12.73,0,0.11,N,2,23.415592,0,0,Riesgo Medio
24,58000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,15700,7.9,0,0.27,N,3,22.99489,0,0,Riesgo Medio
43,60000,RENT,1.0,MEDICAL,B,8000,10.37,0,0.13,N,16,12.077541,0,0,Riesgo Bajo
30,80000,RENT,7.0,VENTURE,A,12000,8.9,0,0.15,N,10,0.35136363,0,0,Riesgo Bajo
25,80400,MORTGAGE,10.0,VENTURE,D,25000,17.49,0,0.31,Y,4,58.614014,1,0,Riesgo Alto
32,60000,MORTGAGE,11.0,PERSONAL,C,7500,11.03,0,0.13,Y,10,19.278332,0,0,Riesgo Bajo
29,118374,MORTGAGE,13.0,VENTURE,C,3500,13.49,0,0.03,Y,6,28.262648,0,0,Riesgo Medio
22,53000,RENT,3.0,MEDICAL,B,10000,9.99,0,0.19,N,4,24.456955,0,0,Riesgo Medio
35,36000,RENT,5.0,MEDICAL,A,7000,6.91,0,0.19,N,9,12.20627,0,0,Riesgo Bajo
31,31000,OWN,0.0,PERSONAL,A,12500,8.94,0,0.4,N,8,0.90757406,0,0,Riesgo Bajo
23,54000,RENT,6.0,HOMEIMPROVEMENT,E,6000,16.45,1,0.11,N,2,91.933495,1,1,Riesgo Alto
25,31000,RENT,1.0,HOMEIMPROVEMENT,D,6450,14.42,1,0.21,Y,3,98.7834,1,1,Riesgo Alto
33,42000,RENT,0.0,DEBTCONSOLIDATION,C,2000,14.65,0,0.05,N,10,43.951885,0,0,Riesgo Medio
28,66920,RENT,12.0,DEBTCONSOLIDATION,C,5000,14.26,0,0.07,Y,8,46.24934,0,0,Riesgo Medio
23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,7.51,0,0.14,N,4,16.804913,0,0,Riesgo Bajo
28,123504,MORTGAGE,12.0,VENTURE,B,18000,10.99,0,0.15,N,7,0.6429102,0,0,Riesgo Bajo
23,26976,RENT,4.0,EDUCATION,A,9000,7.51,1,0.33,N,2,98.73367,1,1,Riesgo Alto
33,51888,MORTGAGE,13.0,PERSONAL,C,7000,13.98,0,0.13,N,10,33.752712,0,0,Riesgo Medio
27,50000,RENT,5.0,VENTURE,B,12000,10.37,0,0.24,N,9,0.5033937,0,0,Riesgo Bajo
22,54000,RENT,3.0,DEBTCONSOLIDATION,B,16075,10.37,0,0.3,N,3,39.321537,0,0,Riesgo Medio
47,39000,MORTGAGE,5.0,EDUCATION,A,5600,8.59,0,0.14,N,11,20.210152,0,0,Riesgo Medio
30,23000,RENT,5.0,VENTURE,A,14000,7.88,1,0.61,N,6,99.31111,1,1,Riesgo Alto
27,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,3000,11.11,0,0.04,N,7,8.329788,0,0,Riesgo Bajo
27,36000,RENT,11.0,VENTURE,A,4500,7.49,0,0.13,N,5,1.3101854,0,0,Riesgo Bajo
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,19.815327,0,0,Riesgo Bajo
30,48996,RENT,1.0,HOMEIMPROVEMENT,E,10000,15.45,1,0.2,N,8,96.159294,1,1,Riesgo Alto
34,73000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,20675,10.99,0,0.28,N,7,31.78437,0,0,Riesgo Medio
67,200000,MORTGAGE,2.0,PERSONAL,C,3000,10.28,0,0.01,N,26,4.0981894,0,0,Riesgo Bajo
25,110000,OWN,7.0,VENTURE,B,8000,10.99,0,0.07,N,3,0.03931376,0,0,Riesgo Bajo
26,38400,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,N,3,13.245556,0,0,Riesgo Bajo
22,70600,MORTGAGE,6.0,MEDICAL,C,7450,13.06,0,0.11,Y,4,24.779615,0,0,Riesgo Medio
35,30000,RENT,0.0,DEBTCONSOLIDATION,B,3000,10.65,0,0.1,N,9,39.256805,0,0,Riesgo Medio
24,39996,MORTGAGE,4.0,EDUCATION,C,5000,14.82,0,0.13,Y,3,30.097044,0,0,Riesgo Medio
24,46000,RENT,0.0,PERSONAL,A,4800,8.9,0,0.1,N,2,22.117495,0,0,Riesgo Medio
22,41600,MORTGAGE,2.0,EDUCATION,D,3000,15.05,0,0.07,N,3,52.883476,1,0,Riesgo Alto
23,35808,MORTGAGE,3.0,EDUCATION,A,8700,7.51,0,0.24,N,2,14.242692,0,0,Riesgo Bajo
22,36000,RENT,0.0,PERSONAL,A,4000,8.94,0,0.11,N,4,26.994055,0,0,Riesgo Medio
42,160000,RENT,6.0,VENTURE,B,6000,10.65,0,0.04,N,17,0.640444,0,0,Riesgo Bajo
34,125000,MORTGAGE,4.0,MEDICAL,A,12000,8.94,0,0.1,N,9,7.2152033,0,0,Riesgo Bajo
37,39480,OWN,4.0,VENTURE,A,8000,8.49,0,0.2,N,13,0.04696305,0,0,Riesgo Bajo
22,52000,RENT,3.0,PERSONAL,C,12000,13.57,0,0.23,Y,2,30.130232,0,0,Riesgo Medio
27,80000,MORTGAGE,5.0,VENTURE,C,35000,10.99,0,0.44,N,8,16.679619,0,0,Riesgo Bajo
32,75000,MORTGAGE,2.0,EDUCATION,D,2000,15.65,0,0.03,Y,10,52.134495,1,0,Riesgo Alto
26,75000,OWN,10.0,EDUCATION,C,7200,10.99,0,0.1,N,3,0.31978244,0,0,Riesgo Bajo
28,53000,RENT,2.0,MEDICAL,B,10000,11.89,0,0.19,N,6,25.90726,0,0,Riesgo Medio
25,47000,RENT,9.0,HOMEIMPROVEMENT,D,19750,15.7,1,0.42,N,4,99.02252,1,1,Riesgo Alto
34,55000,MORTGAGE,4.0,EDUCATION,C,7000,13.49,0,0.13,N,7,20.645164,0,0,Riesgo Medio
28,138600,MORTGAGE,10.0,DEBTCONSOLIDATION,C,12000,12.99,0,0.09,N,7,26.131989,0,0,Riesgo Medio
34,79000,MORTGAGE,1.0,PERSONAL,A,4800,9.32,0,0.06,N,6,30.985958,0,0,Riesgo Medio
28,84500,MORTGAGE,13.0,HOMEIMPROVEMENT,C,9600,15.27,0,0.11,N,5,36.40005,0,0,Riesgo Medio
36,14400,RENT,0.0,EDUCATION,E,5500,17.56,1,0.38,N,11,99.92537,1,1,Riesgo Alto
39,20400,RENT,3.0,MEDICAL,C,6000,15.27,0,0.29,Y,13,36.860287,0,0,Riesgo Medio
22,15996,RENT,3.0,DEBTCONSOLIDATION,C,4000,13.35,1,0.25,Y,2,99.0626,1,1,Riesgo Alto
23,50400,MORTGAGE,7.0,EDUCATION,A,8375,7.51,0,0.17,N,2,7.940936,0,0,Riesgo Bajo
25,28800,RENT,2.0,DEBTCONSOLIDATION,B,3000,12.42,0,0.1,N,2,38.478207,0,0,Riesgo Medio
44,45000,RENT,0.0,VENTURE,B,15775,10.99,1,0.35,N,12,99.23712,1,1,Riesgo Alto
39,62000,OWN,3.0,PERSONAL,A,7200,7.49,0,0.12,N,12,0.17342657,0,0,Riesgo Bajo
30,105000,MORTGAGE,14.0,MEDICAL,B,7725,10.99,0,0.07,N,9,14.919228,0,0,Riesgo Bajo
33,49700,MORTGAGE,0.0,PERSONAL,A,12000,6.92,0,0.24,N,9,13.059086,0,0,Riesgo Bajo
26,69000,MORTGAGE,7.0,VENTURE,C,18000,14.22,0,0.26,Y,4,50.78227,1,0,Riesgo Alto
22,25000,OWN,1.0,EDUCATION,A,11100,9.63,0,0.44,N,3,0.48233137,0,0,Riesgo Bajo
35,17280,RENT,6.0,EDUCATION,D,7200,12.36,1,0.42,N,5,99.75269,1,1,Riesgo Alto
22,38004,RENT,6.0,VENTURE,B,10000,10.74,0,0.26,N,3,0.7389666,0,0,Riesgo Bajo
24,100000,RENT,1.0,EDUCATION,A,4600,8.49,0,0.05,N,2,7.992987,0,0,Riesgo Bajo
27,24600,RENT,0.0,DEBTCONSOLIDATION,A,10000,10.99,1,0.41,N,8,99.239,1,1,Riesgo Alto
30,300000,OWN,14.0,VENTURE,B,35000,10.59,0,0.12,N,5,0.08122892,0,0,Riesgo Bajo
22,19680,RENT,2.0,MEDICAL,D,7750,14.83,1,0.39,N,4,99.92194,1,1,Riesgo Alto
28,140000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,18000,14.65,0,0.13,Y,7,14.489989,0,0,Riesgo Bajo
24,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.25,N,4,10.406135,0,0,Riesgo Bajo
27,54000,RENT,0.0,DEBTCONSOLIDATION,D,5000,13.17,1,0.09,N,8,96.78908,1,1,Riesgo Alto
23,60000,RENT,1.0,EDUCATION,C,11000,14.22,0,0.18,N,4,13.44947,0,0,Riesgo Bajo
30,33200,RENT,4.0,VENTURE,A,14000,7.29,1,0.42,N,10,99.17506,1,1,Riesgo Alto
23,120000,RENT,2.0,EDUCATION,A,5000,10.99,0,0.04,N,4,10.051497,0,0,Riesgo Bajo
44,57600,RENT,12.0,PERSONAL,A,7000,7.4,0,0.12,N,11,8.224854,0,0,Riesgo Bajo
27,38000,RENT,0.0,VENTURE,B,10000,9.76,0,0.26,N,5,0.9225456,0,0,Riesgo Bajo
28,56800,RENT,2.0,VENTURE,A,4000,7.88,0,0.07,N,9,0.85283816,0,0,Riesgo Bajo
39,37000,RENT,6.0,PERSONAL,A,5000,10.99,0,0.14,N,17,25.138517,0,0,Riesgo Medio
24,36000,MORTGAGE,5.0,MEDICAL,C,4000,15.23,1,0.11,Y,3,45.319416,0,1,Riesgo Medio
21,70000,RENT,4.0,PERSONAL,D,6400,17.49,0,0.09,N,4,43.988396,0,0,Riesgo Medio
45,100000,MORTGAGE,16.0,PERSONAL,A,16000,6.62,0,0.16,N,16,2.6482127,0,0,Riesgo Bajo
24,46800,MORTGAGE,8.0,VENTURE,C,6000,14.22,0,0.13,Y,4,41.074,0,0,Riesgo Medio
37,78000,RENT,0.0,MEDICAL,C,9600,12.99,0,0.12,N,16,27.082773,0,0,Riesgo Medio
25,36000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.25,N,4,18.100025,0,0,Riesgo Bajo
29,60500,RENT,13.0,VENTURE,C,3000,13.61,0,0.05,N,9,24.876648,0,0,Riesgo Medio
24,70000,MORTGAGE,1.0,EDUCATION,B,9000,11.83,0,0.13,N,3,15.696637,0,0,Riesgo Bajo
25,23387,RENT,2.0,PERSONAL,A,10000,7.51,1,0.43,N,4,99.097626,1,1,Riesgo Alto
23,72000,RENT,3.0,MEDICAL,A,10800,7.88,0,0.15,N,2,9.398674,0,0,Riesgo Bajo
23,40104,OTHER,7.0,EDUCATION,C,10000,12.72,0,0.25,Y,2,14.946662,0,0,Riesgo Bajo
25,26780,RENT,0.0,DEBTCONSOLIDATION,B,6000,9.25,0,0.22,N,4,27.382215,0,0,Riesgo Medio
25,146990,MORTGAGE,0.0,VENTURE,B,28000,10.99,0,0.19,N,3,1.6540086,0,0,Riesgo Bajo
29,50000,RENT,11.0,EDUCATION,B,5000,10.37,0,0.1,N,5,23.296558,0,0,Riesgo Medio
35,63000,RENT,3.0,VENTURE,B,4000,11.14,0,0.06,N,8,1.3719198,0,0,Riesgo Bajo
22,36000,RENT,4.0,MEDICAL,B,4200,9.91,1,0.12,N,2,27.87636,0,1,Riesgo Medio
27,124000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24250,10.99,0,0.2,N,7,20.182428,0,0,Riesgo Medio
22,23004,RENT,3.0,PERSONAL,A,5500,5.79,0,0.24,N,3,15.454158,0,0,Riesgo Bajo
25,88000,RENT,9.0,EDUCATION,E,10000,17.88,1,0.11,Y,4,46.550755,0,1,Riesgo Medio
24,30000,RENT,2.0,EDUCATION,A,3000,6.03,0,0.1,N,3,22.934069,0,0,Riesgo Medio
23,104736,MORTGAGE,3.0,DEBTCONSOLIDATION,D,25000,14.11,1,0.24,Y,2,88.7946,1,1,Riesgo Alto
32,125000,MORTGAGE,2.0,PERSONAL,B,20000,11.12,0,0.16,N,9,11.232797,0,0,Riesgo Bajo
22,46000,RENT,4.0,PERSONAL,A,11000,7.49,0,0.24,N,4,18.394321,0,0,Riesgo Bajo
31,70550,RENT,2.0,MEDICAL,D,16000,17.49,1,0.19,N,8,97.44875,1,1,Riesgo Alto
22,25000,RENT,3.0,EDUCATION,B,3000,12.69,0,0.12,N,3,17.355177,0,0,Riesgo Bajo
24,27600,MORTGAGE,5.0,MEDICAL,D,6000,15.62,1,0.22,Y,2,96.10377,1,1,Riesgo Alto
38,47004,RENT,2.0,VENTURE,C,4775,10.99,0,0.1,Y,14,25.070807,0,0,Riesgo Medio
23,83000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,7.66,0,0.12,N,4,9.998484,0,0,Riesgo Bajo
22,57500,RENT,3.0,PERSONAL,C,2400,15.23,0,0.04,N,3,41.584732,0,0,Riesgo Medio
27,45000,RENT,1.0,EDUCATION,C,10000,10.99,0,0.22,N,9,18.362364,0,0,Riesgo Bajo
26,60000,MORTGAGE,6.0,PERSONAL,A,3050,7.29,0,0.05,N,3,8.546986,0,0,Riesgo Bajo
24,65000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5500,5.79,0,0.08,N,3,7.1306863,0,0,Riesgo Bajo
23,61200,MORTGAGE,2.0,VENTURE,A,9000,10.99,0,0.15,N,2,6.4517074,0,0,Riesgo Bajo
24,75000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.16,Y,4,25.534302,0,0,Riesgo Medio
50,36000,RENT,0.0,VENTURE,B,5000,10.37,0,0.14,N,16,1.1804429,0,0,Riesgo Bajo
24,43300,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24000,10.62,0,0.55,N,2,44.06202,0,0,Riesgo Medio
27,58000,RENT,5.0,HOMEIMPROVEMENT,A,5900,9.32,0,0.1,N,6,30.269299,0,0,Riesgo Medio
41,21600,OWN,1.0,HOMEIMPROVEMENT,C,3500,13.61,0,0.16,N,12,0.70236284,0,0,Riesgo Bajo
23,70500,OWN,2.0,EDUCATION,C,10500,13.92,0,0.15,N,4,0.11537365,0,0,Riesgo Bajo
23,45000,RENT,0.0,VENTURE,B,2100,11.48,0,0.05,N,4,1.2150558,0,0,Riesgo Bajo
23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,99.95487,1,1,Riesgo Alto
44,72061,MORTGAGE,8.0,VENTURE,C,4200,14.17,0,0.06,Y,14,28.824902,0,0,Riesgo Medio
24,48000,MORTGAGE,8.0,MEDICAL,A,10000,7.49,0,0.21,N,3,20.710955,0,0,Riesgo Medio
27,75000,RENT,11.0,PERSONAL,B,30000,10.65,1,0.4,N,5,98.549904,1,1,Riesgo Alto
